"","PID","Stage","OwnPhone","Phone.OS","Usage.Hours","Usage.Minutes","Cat1.Name","Cat1.Hours","Cat1.Minutes","Cat2.Name","Cat2.Hours","Cat2.Minutes","Cat3.Name","Cat3.Hours","Cat3.Minutes","Cat4.Name","Cat4.Hours","Cat4.Minutes","Cat5.Name","Cat5.Hours","Cat5.Minutes","AvgPickups","AvgNotifs","Usage.DailyHourlyAverage","Cat1.DailyHourlyAverage","Cat2.DailyHourlyAverage","Cat3.DailyHourlyAverage","Cat4.DailyHourlyAverage","Cat5.DailyHourlyAverage"
"96","A-030","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,53,"Google Maps  ",4,18,"Instagram ",2,46,"Google",2,22,"Spotify ",2,17,"Zoom",1,26,140,261,6.88333333333333,0.614285714285714,0.395238095238095,0.338095238095238,0.326190476190476,0.204761904761905
"97","A-030","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,53,"Google Maps  ",4,18,"Instagram ",2,46,"Google",2,22,"Spotify ",2,17,"Zoom",1,26,140,261,6.88333333333333,0.614285714285714,0.395238095238095,0.338095238095238,0.326190476190476,0.204761904761905
"98","A-030","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,53,"Google Maps  ",4,18,"Instagram ",2,46,"Google",2,22,"Spotify ",2,17,"Zoom",1,26,140,261,6.88333333333333,0.614285714285714,0.395238095238095,0.338095238095238,0.326190476190476,0.204761904761905
"99","A-021","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,47,"Social",5,28,"Productivity",0,43,"Travel",0,32,"Information",0,25,"Other",0,4,112,232,6.78333333333333,0.780952380952381,0.102380952380952,0.0761904761904762,0.0595238095238095,0.00952380952380952
"100","A-021","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,47,"Social",5,28,"Productivity",0,43,"Travel",0,32,"Information",0,25,"Other",0,4,112,232,6.78333333333333,0.780952380952381,0.102380952380952,0.0761904761904762,0.0595238095238095,0.00952380952380952
"101","A-033","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,6,"Netflix",2,26,"Tiktok ",1,29,"Spotify ",49,N/A,"Snapchat ",34,N/A,"Instagram ",15,N/A,252,147,8.1,0.347619047619048,0.211904761904762,N/A,N/A,N/A
"102","A-033","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,6,"Netflix",2,26,"Tiktok ",1,29,"Spotify ",49,N/A,"Snapchat ",34,N/A,"Instagram ",15,N/A,252,147,8.1,0.347619047619048,0.211904761904762,N/A,N/A,N/A
"103","A-033","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,6,"Netflix",2,26,"Tiktok ",1,29,"Spotify ",49,N/A,"Snapchat ",34,N/A,"Instagram ",15,N/A,252,147,8.1,0.347619047619048,0.211904761904762,N/A,N/A,N/A
"104","A-033","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,6,"Netflix",2,26,"Tiktok ",1,29,"Spotify ",49,N/A,"Snapchat ",34,N/A,"Instagram ",15,N/A,252,147,8.1,0.347619047619048,0.211904761904762,N/A,N/A,N/A
"105","A-033","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,6,"Netflix",2,26,"Tiktok ",1,29,"Spotify ",49,N/A,"Snapchat ",34,N/A,"Instagram ",15,N/A,252,147,8.1,0.347619047619048,0.211904761904762,N/A,N/A,N/A
"106","A-033","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,6,"Netflix",2,26,"Tiktok ",1,29,"Spotify ",49,N/A,"Snapchat ",34,N/A,"Instagram ",15,N/A,252,147,8.1,0.347619047619048,0.211904761904762,N/A,N/A,N/A
"107","A-033","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,6,"Netflix",2,26,"Tiktok ",1,29,"Spotify ",49,N/A,"Snapchat ",34,N/A,"Instagram ",15,N/A,252,147,8.1,0.347619047619048,0.211904761904762,N/A,N/A,N/A
"108","A-082","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",7,5,"Social",12,48,"Entertainment",3,56,"Productivity & Finance",3,56,"None",N/A,N/A,"None",N/A,N/A,130,225,7.08333333333333,1.82857142857143,0.561904761904762,0.561904761904762,N/A,N/A
"109","A-082","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",7,5,"Social",12,48,"Entertainment",3,56,"Productivity & Finance",3,56,"None",N/A,N/A,"None",N/A,N/A,130,225,7.08333333333333,1.82857142857143,0.561904761904762,0.561904761904762,N/A,N/A
"110","A-082","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",7,5,"Social",12,48,"Entertainment",3,56,"Productivity & Finance",3,56,"None",N/A,N/A,"None",N/A,N/A,130,225,7.08333333333333,1.82857142857143,0.561904761904762,0.561904761904762,N/A,N/A
"111","A-082","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",7,5,"Social",12,48,"Entertainment",3,56,"Productivity & Finance",3,56,"None",N/A,N/A,"None",N/A,N/A,130,225,7.08333333333333,1.82857142857143,0.561904761904762,0.561904761904762,N/A,N/A
"112","A-039","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,45,"Social",17,16,"Entertainment",4,18,"Travel",2,50,"Productivity & Finance ",1,34,"Shopping & Food",1,19,108,99,4.75,2.46666666666667,0.614285714285714,0.404761904761905,0.223809523809524,0.188095238095238
"113","A-039","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,45,"Social",17,16,"Entertainment",4,18,"Travel",2,50,"Productivity & Finance ",1,34,"Shopping & Food",1,19,108,99,4.75,2.46666666666667,0.614285714285714,0.404761904761905,0.223809523809524,0.188095238095238
"114","A-039","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,45,"Social",17,16,"Entertainment",4,18,"Travel",2,50,"Productivity & Finance ",1,34,"Shopping & Food",1,19,108,99,4.75,2.46666666666667,0.614285714285714,0.404761904761905,0.223809523809524,0.188095238095238
"115","A-039","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,45,"Social",17,16,"Entertainment",4,18,"Travel",2,50,"Productivity & Finance ",1,34,"Shopping & Food",1,19,108,99,4.75,2.46666666666667,0.614285714285714,0.404761904761905,0.223809523809524,0.188095238095238
"116","A-039","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,45,"Social",17,16,"Entertainment",4,18,"Travel",2,50,"Productivity & Finance ",1,34,"Shopping & Food",1,19,108,99,4.75,2.46666666666667,0.614285714285714,0.404761904761905,0.223809523809524,0.188095238095238
"117","A-039","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,45,"Social",17,16,"Entertainment",4,18,"Travel",2,50,"Productivity & Finance ",1,34,"Shopping & Food",1,19,108,99,4.75,2.46666666666667,0.614285714285714,0.404761904761905,0.223809523809524,0.188095238095238
"118","A-066","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,22,"Netflix",5,23,"Social",2,12,"Snapchat",2,5,"Social",1,45,"Spotify",1,40,86,54,6.36666666666667,0.769047619047619,0.314285714285714,0.297619047619048,0.25,0.238095238095238
"119","A-066","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,22,"Netflix",5,23,"Social",2,12,"Snapchat",2,5,"Social",1,45,"Spotify",1,40,86,54,6.36666666666667,0.769047619047619,0.314285714285714,0.297619047619048,0.25,0.238095238095238
"120","A-066","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,22,"Netflix",5,23,"Social",2,12,"Snapchat",2,5,"Social",1,45,"Spotify",1,40,86,54,6.36666666666667,0.769047619047619,0.314285714285714,0.297619047619048,0.25,0.238095238095238
"121","A-066","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,22,"Netflix",5,23,"Social",2,12,"Snapchat",2,5,"Social",1,45,"Spotify",1,40,86,54,6.36666666666667,0.769047619047619,0.314285714285714,0.297619047619048,0.25,0.238095238095238
"122","A-066","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,22,"Netflix",5,23,"Social",2,12,"Snapchat",2,5,"Social",1,45,"Spotify",1,40,86,54,6.36666666666667,0.769047619047619,0.314285714285714,0.297619047619048,0.25,0.238095238095238
"123","A-066","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,22,"Netflix",5,23,"Social",2,12,"Snapchat",2,5,"Social",1,45,"Spotify",1,40,86,54,6.36666666666667,0.769047619047619,0.314285714285714,0.297619047619048,0.25,0.238095238095238
"124","A-066","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,22,"Netflix",5,23,"Social",2,12,"Snapchat",2,5,"Social",1,45,"Spotify",1,40,86,54,6.36666666666667,0.769047619047619,0.314285714285714,0.297619047619048,0.25,0.238095238095238
"125","A-047","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,47,"Social",1,13,"Reading And Reference",1,9,"Productivity",0,27,"Entertainment",0,23,"Other",0,18,133,234,4.78333333333333,0.173809523809524,0.164285714285714,0.0642857142857143,0.0547619047619048,0.0428571428571429
"126","A-047","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,47,"Social",1,13,"Reading And Reference",1,9,"Productivity",0,27,"Entertainment",0,23,"Other",0,18,133,234,4.78333333333333,0.173809523809524,0.164285714285714,0.0642857142857143,0.0547619047619048,0.0428571428571429
"127","A-047","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,47,"Social",1,13,"Reading And Reference",1,9,"Productivity",0,27,"Entertainment",0,23,"Other",0,18,133,234,4.78333333333333,0.173809523809524,0.164285714285714,0.0642857142857143,0.0547619047619048,0.0428571428571429
"128","A-047","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,47,"Social",1,13,"Reading And Reference",1,9,"Productivity",0,27,"Entertainment",0,23,"Other",0,18,133,234,4.78333333333333,0.173809523809524,0.164285714285714,0.0642857142857143,0.0547619047619048,0.0428571428571429
"129","A-047","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,47,"Social",1,13,"Reading And Reference",1,9,"Productivity",0,27,"Entertainment",0,23,"Other",0,18,133,234,4.78333333333333,0.173809523809524,0.164285714285714,0.0642857142857143,0.0547619047619048,0.0428571428571429
"130","A-047","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,47,"Social",1,13,"Reading And Reference",1,9,"Productivity",0,27,"Entertainment",0,23,"Other",0,18,133,234,4.78333333333333,0.173809523809524,0.164285714285714,0.0642857142857143,0.0547619047619048,0.0428571428571429
"131","A-047","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,47,"Social",1,13,"Reading And Reference",1,9,"Productivity",0,27,"Entertainment",0,23,"Other",0,18,133,234,4.78333333333333,0.173809523809524,0.164285714285714,0.0642857142857143,0.0547619047619048,0.0428571428571429
"132","A-048","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,20,"Social",17,6,"Other",3,11,"Creativity",0,45,"Entertainment",0,28,"Information & Reading",0,22,107,57,4.33333333333333,2.44285714285714,0.454761904761905,0.107142857142857,0.0666666666666667,0.0523809523809524
"133","A-048","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,20,"Social",17,6,"Other",3,11,"Creativity",0,45,"Entertainment",0,28,"Information & Reading",0,22,107,57,4.33333333333333,2.44285714285714,0.454761904761905,0.107142857142857,0.0666666666666667,0.0523809523809524
"134","A-048","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,20,"Social",17,6,"Other",3,11,"Creativity",0,45,"Entertainment",0,28,"Information & Reading",0,22,107,57,4.33333333333333,2.44285714285714,0.454761904761905,0.107142857142857,0.0666666666666667,0.0523809523809524
"135","A-048","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,20,"Social",17,6,"Other",3,11,"Creativity",0,45,"Entertainment",0,28,"Information & Reading",0,22,107,57,4.33333333333333,2.44285714285714,0.454761904761905,0.107142857142857,0.0666666666666667,0.0523809523809524
"136","A-048","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,20,"Social",17,6,"Other",3,11,"Creativity",0,45,"Entertainment",0,28,"Information & Reading",0,22,107,57,4.33333333333333,2.44285714285714,0.454761904761905,0.107142857142857,0.0666666666666667,0.0523809523809524
"137","A-029","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,49,"Social",12,6,"Information & Reading",N/A,25,"Other ",N/A,20,"Productivity & Finance",N/A,16,"Entertainment",N/A,15,76,131,2.81666666666667,1.72857142857143,N/A,N/A,N/A,N/A
"138","A-029","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,49,"Social",12,6,"Information & Reading",N/A,25,"Other ",N/A,20,"Productivity & Finance",N/A,16,"Entertainment",N/A,15,76,131,2.81666666666667,1.72857142857143,N/A,N/A,N/A,N/A
"139","A-029","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,49,"Social",12,6,"Information & Reading",N/A,25,"Other ",N/A,20,"Productivity & Finance",N/A,16,"Entertainment",N/A,15,76,131,2.81666666666667,1.72857142857143,N/A,N/A,N/A,N/A
"140","A-029","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,49,"Social",12,6,"Information & Reading",N/A,25,"Other ",N/A,20,"Productivity & Finance",N/A,16,"Entertainment",N/A,15,76,131,2.81666666666667,1.72857142857143,N/A,N/A,N/A,N/A
"141","A-029","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,49,"Social",12,6,"Information & Reading",N/A,25,"Other ",N/A,20,"Productivity & Finance",N/A,16,"Entertainment",N/A,15,76,131,2.81666666666667,1.72857142857143,N/A,N/A,N/A,N/A
"142","A-029","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,49,"Social",12,6,"Information & Reading",N/A,25,"Other ",N/A,20,"Productivity & Finance",N/A,16,"Entertainment",N/A,15,76,131,2.81666666666667,1.72857142857143,N/A,N/A,N/A,N/A
"143","A-044","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,29,"Social",28,20,"Creativity",1,35,"Travel",1,32,"Entertainment",0,59,"Information & Reading",0,51,353,522,6.48333333333333,4.04761904761905,0.226190476190476,0.219047619047619,0.14047619047619,0.121428571428571
"144","A-044","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,29,"Social",28,20,"Creativity",1,35,"Travel",1,32,"Entertainment",0,59,"Information & Reading",0,51,353,522,6.48333333333333,4.04761904761905,0.226190476190476,0.219047619047619,0.14047619047619,0.121428571428571
"145","A-044","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,29,"Social",28,20,"Creativity",1,35,"Travel",1,32,"Entertainment",0,59,"Information & Reading",0,51,353,522,6.48333333333333,4.04761904761905,0.226190476190476,0.219047619047619,0.14047619047619,0.121428571428571
"146","A-044","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,29,"Social",28,20,"Creativity",1,35,"Travel",1,32,"Entertainment",0,59,"Information & Reading",0,51,353,522,6.48333333333333,4.04761904761905,0.226190476190476,0.219047619047619,0.14047619047619,0.121428571428571
"147","A-044","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,29,"Social",28,20,"Creativity",1,35,"Travel",1,32,"Entertainment",0,59,"Information & Reading",0,51,353,522,6.48333333333333,4.04761904761905,0.226190476190476,0.219047619047619,0.14047619047619,0.121428571428571
"148","A-043","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,52,"Social",30,58,"Games",1,24,"Productivity & Finance",1,7,"Entertainment",1,2,"Shopping & Food",0,57,140,288,6.86666666666667,4.42380952380952,0.2,0.15952380952381,0.147619047619048,0.135714285714286
"149","A-043","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,52,"Social",30,58,"Games",1,24,"Productivity & Finance",1,7,"Entertainment",1,2,"Shopping & Food",0,57,140,288,6.86666666666667,4.42380952380952,0.2,0.15952380952381,0.147619047619048,0.135714285714286
"150","A-043","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,52,"Social",30,58,"Games",1,24,"Productivity & Finance",1,7,"Entertainment",1,2,"Shopping & Food",0,57,140,288,6.86666666666667,4.42380952380952,0.2,0.15952380952381,0.147619047619048,0.135714285714286
"151","A-043","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,52,"Social",30,58,"Games",1,24,"Productivity & Finance",1,7,"Entertainment",1,2,"Shopping & Food",0,57,140,288,6.86666666666667,4.42380952380952,0.2,0.15952380952381,0.147619047619048,0.135714285714286
"152","A-043","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,52,"Social",30,58,"Games",1,24,"Productivity & Finance",1,7,"Entertainment",1,2,"Shopping & Food",0,57,140,288,6.86666666666667,4.42380952380952,0.2,0.15952380952381,0.147619047619048,0.135714285714286
"153","A-043","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,52,"Social",30,58,"Games",1,24,"Productivity & Finance",1,7,"Entertainment",1,2,"Shopping & Food",0,57,140,288,6.86666666666667,4.42380952380952,0.2,0.15952380952381,0.147619047619048,0.135714285714286
"154","A-043","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,52,"Social",30,58,"Games",1,24,"Productivity & Finance",1,7,"Entertainment",1,2,"Shopping & Food",0,57,140,288,6.86666666666667,4.42380952380952,0.2,0.15952380952381,0.147619047619048,0.135714285714286
"155","A-042","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,43,"Social",3,57,"Social",2,18,"Social",2,2,"Messages",1,59,"Safari",1,18,115,151,4.71666666666667,0.564285714285714,0.328571428571429,0.29047619047619,0.283333333333333,0.185714285714286
"156","A-042","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,43,"Social",3,57,"Social",2,18,"Social",2,2,"Messages",1,59,"Safari",1,18,115,151,4.71666666666667,0.564285714285714,0.328571428571429,0.29047619047619,0.283333333333333,0.185714285714286
"157","A-042","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,43,"Social",3,57,"Social",2,18,"Social",2,2,"Messages",1,59,"Safari",1,18,115,151,4.71666666666667,0.564285714285714,0.328571428571429,0.29047619047619,0.283333333333333,0.185714285714286
"158","A-042","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,43,"Social",3,57,"Social",2,18,"Social",2,2,"Messages",1,59,"Safari",1,18,115,151,4.71666666666667,0.564285714285714,0.328571428571429,0.29047619047619,0.283333333333333,0.185714285714286
"159","A-042","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,43,"Social",3,57,"Social",2,18,"Social",2,2,"Messages",1,59,"Safari",1,18,115,151,4.71666666666667,0.564285714285714,0.328571428571429,0.29047619047619,0.283333333333333,0.185714285714286
"160","A-042","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,43,"Social",3,57,"Social",2,18,"Social",2,2,"Messages",1,59,"Safari",1,18,115,151,4.71666666666667,0.564285714285714,0.328571428571429,0.29047619047619,0.283333333333333,0.185714285714286
"161","A-081","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,5,"Social",22,45,"Entertainment",4,6,"Games",2,42,"Reading",2,30,"Education",1,21,96,142,9.08333333333333,3.25,0.585714285714286,0.385714285714286,0.357142857142857,0.192857142857143
"162","A-081","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,5,"Social",22,45,"Entertainment",4,6,"Games",2,42,"Reading",2,30,"Education",1,21,96,142,9.08333333333333,3.25,0.585714285714286,0.385714285714286,0.357142857142857,0.192857142857143
"163","A-081","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,5,"Social",22,45,"Entertainment",4,6,"Games",2,42,"Reading",2,30,"Education",1,21,96,142,9.08333333333333,3.25,0.585714285714286,0.385714285714286,0.357142857142857,0.192857142857143
"164","A-081","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,5,"Social",22,45,"Entertainment",4,6,"Games",2,42,"Reading",2,30,"Education",1,21,96,142,9.08333333333333,3.25,0.585714285714286,0.385714285714286,0.357142857142857,0.192857142857143
"165","A-065","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,57,"Social",25,7,"Games",3,58,"Creativity",2,1,"Entertainment",1,14,"Productivity & Finance",1,6,143,194,5.95,3.58809523809524,0.566666666666667,0.288095238095238,0.176190476190476,0.157142857142857
"166","A-065","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,57,"Social",25,7,"Games",3,58,"Creativity",2,1,"Entertainment",1,14,"Productivity & Finance",1,6,143,194,5.95,3.58809523809524,0.566666666666667,0.288095238095238,0.176190476190476,0.157142857142857
"167","A-065","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,57,"Social",25,7,"Games",3,58,"Creativity",2,1,"Entertainment",1,14,"Productivity & Finance",1,6,143,194,5.95,3.58809523809524,0.566666666666667,0.288095238095238,0.176190476190476,0.157142857142857
"168","A-065","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,57,"Social",25,7,"Games",3,58,"Creativity",2,1,"Entertainment",1,14,"Productivity & Finance",1,6,143,194,5.95,3.58809523809524,0.566666666666667,0.288095238095238,0.176190476190476,0.157142857142857
"169","A-065","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,57,"Social",25,7,"Games",3,58,"Creativity",2,1,"Entertainment",1,14,"Productivity & Finance",1,6,143,194,5.95,3.58809523809524,0.566666666666667,0.288095238095238,0.176190476190476,0.157142857142857
"170","A-061","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,38,"Social",11,14,"Creativity",2,2,"Other",1,38,"Productivity & Finance ",1,4,"Education",0,51,190,421,4.63333333333333,1.6047619047619,0.29047619047619,0.233333333333333,0.152380952380952,0.121428571428571
"171","A-061","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,38,"Social",11,14,"Creativity",2,2,"Other",1,38,"Productivity & Finance ",1,4,"Education",0,51,190,421,4.63333333333333,1.6047619047619,0.29047619047619,0.233333333333333,0.152380952380952,0.121428571428571
"172","A-061","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,38,"Social",11,14,"Creativity",2,2,"Other",1,38,"Productivity & Finance ",1,4,"Education",0,51,190,421,4.63333333333333,1.6047619047619,0.29047619047619,0.233333333333333,0.152380952380952,0.121428571428571
"173","A-061","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,38,"Social",11,14,"Creativity",2,2,"Other",1,38,"Productivity & Finance ",1,4,"Education",0,51,190,421,4.63333333333333,1.6047619047619,0.29047619047619,0.233333333333333,0.152380952380952,0.121428571428571
"174","A-061","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,38,"Social",11,14,"Creativity",2,2,"Other",1,38,"Productivity & Finance ",1,4,"Education",0,51,190,421,4.63333333333333,1.6047619047619,0.29047619047619,0.233333333333333,0.152380952380952,0.121428571428571
"175","A-061","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,38,"Social",11,14,"Creativity",2,2,"Other",1,38,"Productivity & Finance ",1,4,"Education",0,51,190,421,4.63333333333333,1.6047619047619,0.29047619047619,0.233333333333333,0.152380952380952,0.121428571428571
"176",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"177",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"178",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"179",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"180",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"181",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"182","A-052","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,46,"Social",18,11,"Entertainment",5,49,"Productivity & Finance",2,7,"Games",1,54,"Other",1,39,174,191,6.76666666666667,2.59761904761905,0.830952380952381,0.302380952380952,0.271428571428571,0.235714285714286
"183","A-052","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,46,"Social",18,11,"Entertainment",5,49,"Productivity & Finance",2,7,"Games",1,54,"Other",1,39,174,191,6.76666666666667,2.59761904761905,0.830952380952381,0.302380952380952,0.271428571428571,0.235714285714286
"184","A-052","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,46,"Social",18,11,"Entertainment",5,49,"Productivity & Finance",2,7,"Games",1,54,"Other",1,39,174,191,6.76666666666667,2.59761904761905,0.830952380952381,0.302380952380952,0.271428571428571,0.235714285714286
"185","A-052","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,46,"Social",18,11,"Entertainment",5,49,"Productivity & Finance",2,7,"Games",1,54,"Other",1,39,174,191,6.76666666666667,2.59761904761905,0.830952380952381,0.302380952380952,0.271428571428571,0.235714285714286
"186","A-052","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,46,"Social",18,11,"Entertainment",5,49,"Productivity & Finance",2,7,"Games",1,54,"Other",1,39,174,191,6.76666666666667,2.59761904761905,0.830952380952381,0.302380952380952,0.271428571428571,0.235714285714286
"187","A-052","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,46,"Social",18,11,"Entertainment",5,49,"Productivity & Finance",2,7,"Games",1,54,"Other",1,39,174,191,6.76666666666667,2.59761904761905,0.830952380952381,0.302380952380952,0.271428571428571,0.235714285714286
"188","A-052","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,46,"Social",18,11,"Entertainment",5,49,"Productivity & Finance",2,7,"Games",1,54,"Other",1,39,174,191,6.76666666666667,2.59761904761905,0.830952380952381,0.302380952380952,0.271428571428571,0.235714285714286
"189","A-062","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,38,"Social",25,12,"Productivity & Finance",4,13,"Entertainment",1,26,"Other",N/A,29,"Creativity",N/A,29,166,381,5.63333333333333,3.6,0.602380952380952,0.204761904761905,N/A,N/A
"190","A-062","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,38,"Social",25,12,"Productivity & Finance",4,13,"Entertainment",1,26,"Other",N/A,29,"Creativity",N/A,29,166,381,5.63333333333333,3.6,0.602380952380952,0.204761904761905,N/A,N/A
"191","A-062","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,38,"Social",25,12,"Productivity & Finance",4,13,"Entertainment",1,26,"Other",N/A,29,"Creativity",N/A,29,166,381,5.63333333333333,3.6,0.602380952380952,0.204761904761905,N/A,N/A
"192","A-051","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,20,"Social",19,28,"Games",9,23,"Other",1,59,"Productivity & Finance",1,34,"Shopping & Food",1,0,149,210,6.33333333333333,2.78095238095238,1.34047619047619,0.283333333333333,0.223809523809524,0.142857142857143
